time,G(i),H_sun,T2m,WS10m,Int
20060828:0511,29.71,5.61,12.23,3.38,0
20060828:0611,155.16,14.61,12.75,3.1,0
20060828:0711,222.81,23.5,14.05,4.41,0
20060828:0811,496.22,31.83,14.83,4,0
20060828:0911,762.03,39,15.56,3.79,0
20060828:1011,135.71,44.24,16.14,3.79,0
20060828:1111,156.66,46.69,16.68,3.93,0
20060828:1211,338.49,45.84,14.75,3.72,0
20060828:1311,114.76,41.87,13.73,3.31,0
20060828:1411,120.23,35.54,13.66,2.9,0
20060828:1511,152.82,27.69,13.81,2.48,0
20060828:1611,211.57,19.01,12.89,2.55,0
20060828:1711,90.82,10.01,12.84,2.69,0
20060828:1811,0,0,12.57,3.45,0
20060828:1911,0,0,11.83,3.17,0
20060828:2011,0,0,11.71,3.79,0
20060828:2111,0,0,11.87,4.41,0
20060828:2211,0,0,12.02,4.83,0
20060828:2311,0,0,12.07,4.9,0
20060829:0011,0,0,12.25,5.31,0
20060829:0111,0,0,12.09,4.76,0
20060829:0211,0,0,12.01,4.14,0
20060829:0311,0,0,11.84,4.07,0
20060829:0411,0,0,11.61,3.79,0
20060829:0511,21.22,5.37,11.52,4,0
20060829:0611,82.65,14.37,11.56,3.86,0
20060829:0711,349.84,23.26,11.78,3.79,0
20060829:0811,426.76,31.57,12.39,3.1,0
20060829:0911,660.19,38.72,13.78,3.66,0
20060829:1011,711.68,43.92,14.94,3.72,0
20060829:1111,59.2,46.34,15.96,3.86,0
20060829:1211,267.8,45.48,16.25,3.72,0
20060829:1311,912.35,41.51,14.69,4.21,0
20060829:1411,725.3,35.19,15.39,3.93,0
20060829:1511,571.1,27.36,15.88,3.72,0
20060829:1611,146.87,18.68,15.99,3.45,0
20060829:1711,102.39,9.69,15.34,2.97,0
20060829:1811,0,0,14.35,2.34,0
20060829:1911,0,0,13.4,2.62,0
20060829:2011,0,0,12.96,2.69,0
20060829:2111,0,0,12.3,2.76,0
20060829:2211,0,0,11.84,2.97,0
20060829:2311,0,0,11.6,3.03,0
20060830:0011,0,0,11.29,2.9,0
20060830:0111,0,0,10.94,2.9,0
20060830:0211,0,0,10.86,3.03,0
20060830:0311,0,0,10.7,3.17,0
20060830:0411,0,0,10.65,3.24,0
20060830:0511,26.31,5.13,10.67,3.24,0
20060830:0611,165.18,14.14,11.52,2.97,0
20060830:0711,385.95,23.02,12.77,4.21,0
20060830:0811,608.98,31.31,13.63,3.79,0
20060830:0911,576.28,38.43,15.03,3.93,0
20060830:1011,433.59,43.6,16.03,4.07,0
20060830:1111,952.77,45.99,16.8,4.21,0
20060830:1211,308.68,45.11,16.97,4.41,0
20060830:1311,587.66,41.15,16.98,5.1,0
20060830:1411,104.74,34.84,15.43,5.24,0
20060830:1511,447.88,27.02,15.01,4.69,0
20060830:1611,195.13,18.35,15.36,4.28,0
20060830:1711,56.02,9.36,15.23,4.14,0
20060830:1811,0,0,14.74,3.72,0
20060830:1911,0,0,14.56,3.86,0
20060830:2011,0,0,14.25,3.79,0
20060830:2111,0,0,13.76,3.72,0
20060830:2211,0,0,13.25,3.59,0
20060830:2311,0,0,12.66,3.45,0
20060831:0011,0,0,12.48,3.31,0
20060831:0111,0,0,12.27,3.17,0
20060831:0211,0,0,12.14,3.1,0
20060831:0311,0,0,11.92,2.97,0
20060831:0411,0,0,11.96,2.9,0
20060831:0511,24.62,4.9,11.78,2.69,0
20060831:0611,168.92,13.9,12.13,2.48,0
20060831:0711,387.38,22.77,13.14,2.76,0
20060831:0811,611.54,31.05,14.73,2.9,0
20060831:0911,816.59,38.14,16.15,3.59,0
20060831:1011,932.21,43.27,17.32,4.28,0
20060831:1111,529.83,45.64,18.53,4.48,0
20060831:1211,411.74,44.75,18.86,4.34,0
20060831:1311,269.51,40.79,18.65,4.34,0
20060831:1411,183.19,34.49,18.17,4.34,0
20060831:1511,138.68,26.68,17.4,3.79,0
20060831:1611,26.41,18.02,16.78,3.86,0
20060831:1711,29.15,9.02,16.38,3.86,0
20060831:1811,0,0,16.01,3.86,0
20060831:1911,0,0,16.14,4,0
20060831:2011,0,0,16.04,4,0
20060831:2111,0,0,16.07,4.07,0
20060831:2211,0,0,16.26,4.28,0
20060831:2311,0,0,16.48,4.34,0
20060901:0011,0,0,16.64,4.34,0
20060901:0111,0,0,16.48,4.28,0
20060901:0211,0,0,16.24,4.07,0
20060901:0311,0,0,16.03,3.93,0
20060901:0411,0,0,15.92,3.79,0
20060901:0511,3.4,4.66,15.84,3.79,0
20060901:0611,65.57,13.67,15.83,3.66,0
20060901:0711,172.35,22.53,16.44,3.45,0
20060901:0811,547.7,30.78,17.16,3.31,0
20060901:0911,667.51,37.84,18.85,5.1,0
20060901:1011,436.56,42.95,20.22,4.41,0
20060901:1111,374.46,45.28,21.04,5.17,0
20060901:1211,453.88,44.38,21.03,4.34,0
20060901:1311,146.64,40.42,21.12,3.93,0
20060901:1411,289.96,34.14,21.44,4,0
20060901:1511,401.96,26.33,21.1,3.24,0
20060901:1611,66.49,17.68,20.63,2.55,0
20060901:1711,21.86,8.69,20.07,2.34,0
20060901:1811,0,0,19.3,2.21,0
20060901:1911,0,0,18.65,2.21,0
20060901:2011,0,0,17.79,2.48,0
20060901:2111,0,0,17.23,2.55,0
20060901:2211,0,0,17.21,2.48,0
20060901:2311,0,0,16.9,2.41,0
20060902:0011,0,0,16.41,2.34,0
20060902:0111,0,0,16,2.21,0
20060902:0211,0,0,15.73,2.14,0
20060902:0311,0,0,15.52,2.07,0
20060902:0411,0,0,15.33,2.07,0
20060902:0511,22.07,4.42,15.32,1.93,0
20060902:0611,147.55,13.43,15.82,1.86,0
20060902:0711,287.78,22.28,17.5,1.72,0
20060902:0811,462.61,30.52,18.9,2.07,0
20060902:0911,461.41,37.55,20.54,2.55,0
20060902:1011,844.19,42.62,22,2.9,0
20060902:1111,620.16,44.93,23.05,3.59,0
20060902:1211,351.64,44,23.36,3.79,0
20060902:1311,523.76,40.05,23.41,3.93,0
20060902:1411,162.78,33.78,22.93,4,0
20060902:1511,223.92,25.99,22.64,4.14,0
20060902:1611,104.34,17.34,22.09,3.59,0
20060902:1711,25.5,8.35,21.2,3.03,0
20060902:1811,0,0,20.22,2.97,0
20060902:1911,0,0,18.95,2.9,0
20060902:2011,0,0,18.68,3.24,0
20060902:2111,0,0,18.52,3.86,0
20060902:2211,0,0,18.28,4.28,0
20060902:2311,0,0,18.19,4.62,0
20060903:0011,0,0,17.73,5.03,0
20060903:0111,0,0,17.37,5.31,0
20060903:0211,0,0,17.51,5.45,0
20060903:0311,0,0,17.72,5.38,0
20060903:0411,0,0,18.07,5.45,0
20060903:0511,14.43,4.18,18.21,5.38,0
20060903:0611,42.81,13.19,18.44,5.1,0
20060903:0711,87.44,22.03,18.23,4.97,0
20060903:0811,127.51,30.25,18.41,4.97,0
20060903:0911,191.62,37.25,18.3,4.9,0
20060903:1011,112.03,42.29,18.25,4.97,0
20060903:1111,99.28,44.56,18.87,5.52,0
20060903:1211,104.74,43.63,19.25,6.07,0
20060903:1311,138.44,39.68,20.09,6.97,0
20060903:1411,236.48,33.42,20.03,6.21,0
20060903:1511,199.94,25.64,20.11,6.55,0
20060903:1611,291.81,17,20.57,6.07,0
20060903:1711,70.44,8.01,20.4,6.28,0
20060903:1811,0,0,19.77,5.72,0
20060903:1911,0,0,19.24,5.17,0
20060903:2011,0,0,18.83,5.17,0
20060903:2111,0,0,18.82,5.52,0
20060903:2211,0,0,18.48,6.14,0
20060903:2311,0,0,18.18,6.14,0
20060904:0011,0,0,17.84,5.66,0
20060904:0111,0,0,17.13,5.17,0
20060904:0211,0,0,16.57,4.9,0
20060904:0311,0,0,15.9,4.55,0
20060904:0411,0,0,15.54,4.21,0
20060904:0511,19.52,3.94,15.25,4.07,0
20060904:0611,115.73,12.95,15.44,4.21,0
20060904:0711,265.67,21.78,16.19,5.93,0
20060904:0811,576.91,29.98,16.88,6.21,0
20060904:0911,698.75,36.95,17.94,6.83,0
20060904:1011,172.14,41.95,18.51,6.76,0
20060904:1111,223.66,44.2,19.07,7.1,0
20060904:1211,487.16,43.25,19.38,6.62,0
20060904:1311,432.01,39.31,19.59,6.97,0
20060904:1411,284.97,33.05,19.64,6.62,0
20060904:1511,231.77,25.28,19.08,5.66,0
20060904:1611,273.81,16.65,18.81,5.52,0
20060904:1711,64.55,7.66,17.99,5.38,0
20060904:1811,0,0,17.31,4.69,0
20060904:1911,0,0,16.35,4.76,0
20060904:2011,0,0,15.71,4.14,0
20060904:2111,0,0,15.31,3.93,0
20060904:2211,0,0,14.9,3.79,0
20060904:2311,0,0,14.58,3.72,0
20060905:0011,0,0,14.11,3.59,0
20060905:0111,0,0,13.84,3.59,0
20060905:0211,0,0,13.71,3.59,0
20060905:0311,0,0,13.52,3.45,0
20060905:0411,0,0,13.36,3.31,0
20060905:0511,17.83,3.7,12.92,3.17,0
20060905:0611,126.57,12.71,13.29,3.17,0
20060905:0711,344.89,21.53,15.19,4.34,0
20060905:0811,559.19,29.71,16.53,4.34,0
20060905:0911,566.57,36.65,17.13,3.59,0
20060905:1011,400.61,41.62,17.35,3.86,0
20060905:1111,303.31,43.84,17.27,3.1,0
20060905:1211,426.95,42.88,17.86,3.52,0
20060905:1311,135.71,38.93,18.04,3.1,0
20060905:1411,368.21,32.69,18,2.48,0
20060905:1511,159.55,24.93,18.21,2.76,0
20060905:1611,95.9,16.3,18.16,2.28,0
20060905:1711,41.01,7.32,17.72,1.66,0
20060905:1811,0,0,17.34,1.52,0
20060905:1911,0,0,17.11,1.52,0
20060905:2011,0,0,17.04,1.72,0
20060905:2111,0,0,17.22,2.14,0
20060905:2211,0,0,17.51,2.48,0
20060905:2311,0,0,17.69,2.69,0
20060906:0011,0,0,17.55,2.62,0
20060906:0111,0,0,17.37,2.55,0
20060906:0211,0,0,17.18,2.48,0
20060906:0311,0,0,16.99,2.41,0
20060906:0411,0,0,16.77,2.41,0
20060906:0511,14.43,3.45,16.65,2.21,0
20060906:0611,69.59,12.46,17,1.93,0
20060906:0711,104.27,21.28,18.28,2.14,0
20060906:0811,156.02,29.44,19.03,2.21,0
20060906:0911,359.64,36.35,20.04,2.55,0
20060906:1011,620.9,41.28,21.19,2.69,0
20060906:1111,438.49,43.47,22.44,4,0
20060906:1211,613.14,42.49,23.32,4,0
20060906:1311,574.02,38.55,23.48,3.03,0
20060906:1411,585.9,32.32,23.78,3.1,0
20060906:1511,414.35,24.57,23.94,3.59,0
20060906:1611,256.79,15.95,23.56,2.83,0
20060906:1711,73.08,6.97,22.82,2.48,0
20060906:1811,0,0,21.54,2.21,0
20060906:1911,0,0,20.41,1.93,0
20060906:2011,0,0,19.27,2,0
20060906:2111,0,0,18.28,1.93,0
20060906:2211,0,0,17.57,1.93,0
20060906:2311,0,0,17.14,1.93,0
20060907:0011,0,0,16.85,1.93,0
20060907:0111,0,0,16.57,1.93,0
20060907:0211,0,0,16.45,1.86,0
20060907:0311,0,0,16.37,1.79,0
20060907:0411,0,0,16.09,1.79,0
20060907:0511,12.73,3.21,15.89,1.79,0
20060907:0611,122.94,12.22,16.66,1.72,0
20060907:0711,303.35,21.03,18.28,2.55,0
20060907:0811,361.43,29.16,18.83,2.83,0
20060907:0911,46.45,36.04,18.42,2.83,0
20060907:1011,52.83,40.94,17.67,2.69,0
20060907:1111,104.74,43.1,17.23,2.76,0
20060907:1211,54.65,42.11,16.97,2.9,0
20060907:1311,228.57,38.17,17.69,3.79,0
20060907:1411,255.56,31.95,18.16,4.55,0
20060907:1511,453.17,24.21,17.81,4.69,0
20060907:1611,195.18,15.6,17.33,4.69,0
20060907:1711,62.47,6.62,16.48,4.48,0
20060907:1811,0,0,15.74,4.41,0
20060907:1911,0,0,14.88,4.34,0
20060907:2011,0,0,14.45,4.34,0
20060907:2111,0,0,14.3,4.14,0
20060907:2211,0,0,14.38,4,0
20060907:2311,0,0,14.03,4.07,0
20060908:0011,0,0,13.73,4.21,0
20060908:0111,0,0,13.71,4.41,0
20060908:0211,0,0,13.48,4.34,0
20060908:0311,0,0,13.49,4.34,0
20060908:0411,0,0,13.42,4.28,0
20060908:0511,6.79,2.96,13.59,4.21,0
20060908:0611,158.28,11.98,13.75,4.07,0
20060908:0711,387.45,20.77,14.7,3.59,0
20060908:0811,500.05,28.89,15.55,5.72,0
20060908:0911,536.59,35.74,16.41,5.59,0
20060908:1011,595.49,40.6,17.06,5.66,0
20060908:1111,605.06,42.73,17.56,5.72,0
20060908:1211,686.18,41.73,17.63,5.45,0
20060908:1311,493.33,37.79,17.89,5.52,0
20060908:1411,572.63,31.58,17.5,4.76,0
20060908:1511,432.55,23.85,17.34,4.76,0
20060908:1611,273.38,15.24,16.8,4.14,0
20060908:1711,60.34,6.26,16.08,3.59,0
20060908:1811,0,0,15.1,3.03,0
20060908:1911,0,0,14.07,2.48,0
20060908:2011,0,0,13.42,2,0
20060908:2111,0,0,12.52,1.93,0
20060908:2211,0,0,11.92,1.86,0
20060908:2311,0,0,11.32,1.72,0
20060909:0011,0,0,11.52,1.59,0
20060909:0111,0,0,11.85,1.59,0
20060909:0211,0,0,11.49,1.72,0
20060909:0311,0,0,11.31,1.66,0
20060909:0411,0,0,11.82,1.38,0
20060909:0511,8.49,2.72,12.05,1.31,0
20060909:0611,66.08,11.73,12.57,1.03,0
20060909:0711,110.3,20.51,13.42,1.17,0
20060909:0811,209.34,28.61,14.3,1.1,0
20060909:0911,280,35.43,15.4,0.97,0
20060909:1011,352.66,40.25,16.44,0.97,0
20060909:1111,320.16,42.36,17.68,0.76,0
20060909:1211,160.3,41.34,18.28,0.9,0
20060909:1311,145.73,37.4,18.39,0.9,0
20060909:1411,115.67,31.2,18.31,1.1,0
20060909:1511,130.59,23.48,18.2,1.1,0
20060909:1611,118.28,14.89,18,1.03,0
20060909:1711,39.88,5.91,17.57,0.97,0
20060909:1811,0,0,16.94,1.24,0
20060909:1911,0,0,15.71,1.38,0
20060909:2011,0,0,15.33,1.52,0
20060909:2111,0,0,15,1.59,0
20060909:2211,0,0,14.57,1.79,0
20060909:2311,0,0,14.18,1.93,0
20060910:0011,0,0,13.42,2.14,0
20060910:0111,0,0,13.12,2.21,0
20060910:0211,0,0,12.61,2.28,0
20060910:0311,0,0,12.09,2.21,0
20060910:0411,0,0,11.63,2.21,0
20060910:0511,11.03,2.47,11.29,2.21,0
20060910:0611,157.18,11.48,11.74,2.21,0
20060910:0711,387.12,20.26,13.13,2.34,0
20060910:0811,603.28,28.33,15.01,2.76,0
20060910:0911,804.42,35.12,16.81,2.97,0
20060910:1011,951.33,39.91,18.47,3.17,0
20060910:1111,984.6,41.98,19.92,3.38,0
20060910:1211,981.62,40.95,21.02,3.52,0
20060910:1311,880.26,37.02,21.79,3.52,0
20060910:1411,712.21,30.83,22.15,3.45,0
20060910:1511,505.72,23.12,22.12,3.31,0
20060910:1611,268.02,14.53,21.59,2.76,0
20060910:1711,48.99,5.55,20.27,2.83,0
20060910:1811,0,0,18.75,2.9,0
20060910:1911,0,0,17.91,2.97,0
20060910:2011,0,0,17.13,2.97,0
20060910:2111,0,0,16.44,2.97,0
20060910:2211,0,0,15.79,2.76,0
20060910:2311,0,0,15.15,2.69,0
20060911:0011,0,0,14.57,2.62,0
20060911:0111,0,0,14.06,2.62,0
20060911:0211,0,0,13.61,2.55,0
20060911:0311,0,0,13.18,2.55,0
20060911:0411,0,0,12.79,2.55,0
20060911:0511,0,0,12.47,2.55,0
20060911:0611,144.69,11.23,12.86,2.48,0
20060911:0711,371.01,20,14.65,2.21,0
20060911:0811,602.48,28.05,16.89,2.55,0
20060911:0911,791.04,34.81,19.04,2.69,0
20060911:1011,930.28,39.56,20.92,2.83,0
20060911:1111,975.04,41.61,22.46,3.03,0
20060911:1211,978.42,40.56,23.55,3.17,0
20060911:1311,870.42,36.63,24.25,3.24,0
20060911:1411,708.33,30.45,24.55,3.17,0
20060911:1511,493.3,22.75,24.5,2.97,0
20060911:1611,258.94,14.17,23.85,2.34,0
20060911:1711,44.29,5.19,22.33,2.28,0
20060911:1811,0,0,20.63,2.62,0
20060911:1911,0,0,19.92,2.76,0
20060911:2011,0,0,19.11,2.83,0
20060911:2111,0,0,18.38,2.76,0
20060911:2211,0,0,17.71,2.62,0
20060911:2311,0,0,17.07,2.55,0
20060912:0011,0,0,16.46,2.41,0
20060912:0111,0,0,15.84,2.34,0
20060912:0211,0,0,15.3,2.28,0
20060912:0311,0,0,14.8,2.14,0
20060912:0411,0,0,14.32,2.14,0
20060912:0511,0,0,13.97,2.14,0
20060912:0611,139.97,10.98,14.41,2,0
20060912:0711,360.68,19.74,16.64,1.79,0
20060912:0811,596.35,27.76,18.97,1.93,0
20060912:0911,784.38,34.49,21.09,1.93,0
20060912:1011,920.82,39.21,22.98,2,0
20060912:1111,973.22,41.23,24.51,2.21,0
20060912:1211,975.21,40.17,25.63,2.41,0
20060912:1311,866.86,36.24,26.3,2.55,0
20060912:1411,693.76,30.07,26.51,2.62,0
20060912:1511,480.77,22.38,26.38,2.55,0
20060912:1611,245.86,13.81,25.67,2.07,0
20060912:1711,40.37,4.83,24.03,2.28,0
20060912:1811,0,0,22.31,2.62,0
20060912:1911,0,0,21.54,2.76,0
20060912:2011,0,0,20.58,2.76,0
20060912:2111,0,0,19.7,2.62,0
20060912:2211,0,0,18.88,2.41,0
20060912:2311,0,0,18.1,2.28,0
20060913:0011,0,0,17.37,2.21,0
20060913:0111,0,0,16.73,2.14,0
20060913:0211,0,0,16.12,2.07,0
20060913:0311,0,0,15.56,2,0
20060913:0411,0,0,15.14,2,0
20060913:0511,0,0,14.78,2.07,0
20060913:0611,139.01,10.73,15.19,1.86,0
20060913:0711,368.29,19.47,17.8,1.66,0
20060913:0811,598.39,27.48,20.08,1.86,0
20060913:0911,782.59,34.18,22.19,2,0
20060913:1011,919.02,38.86,24,2.07,0
20060913:1111,971.41,40.85,25.42,2.21,0
20060913:1211,965.69,39.78,26.39,2.55,0
20060913:1311,856.94,35.85,26.96,2.76,0
20060913:1411,689.67,29.69,27.06,2.69,0
20060913:1511,476.41,22.01,26.89,2.41,0
20060913:1611,242.98,13.44,25.89,1.86,0
20060913:1711,38.3,4.47,24.5,2.07,0
20060913:1811,0,0,22.98,2.28,0
20060913:1911,0,0,21.98,2.21,0
20060913:2011,0,0,20.87,2.21,0
20060913:2111,0,0,19.94,2.28,0
20060913:2211,0,0,19.47,2.28,0
20060913:2311,0,0,18.67,2.28,0
20060914:0011,0,0,17.94,2.21,0
20060914:0111,0,0,17.25,2.14,0
20060914:0211,0,0,16.53,2.07,0
20060914:0311,0,0,15.88,2,0
20060914:0411,0,0,15.29,2,0
20060914:0511,0,0,14.83,2.07,0
20060914:0611,131.17,10.48,15.23,2,0
20060914:0711,354.21,19.21,17.61,1.93,0
20060914:0811,587.81,27.19,19.7,2.21,0
20060914:0911,774.31,33.86,21.73,2.34,0
20060914:1011,909.48,38.51,23.53,2.48,0
20060914:1111,961.43,40.47,24.9,2.69,0
20060914:1211,955.92,39.39,25.84,2.97,0
20060914:1311,845.43,35.46,26.3,3.1,0
20060914:1411,684.25,29.31,26.32,3.1,0
20060914:1511,474.92,21.64,25.93,3.1,0
20060914:1611,237.53,13.08,24.9,2.83,0
20060914:1711,38.42,4.11,23.23,2.97,0
20060914:1811,0,0,21.72,3.1,0
20060914:1911,0,0,20.97,3.17,0
20060914:2011,0,0,20.07,3.17,0
20060914:2111,0,0,19.21,3.03,0
20060914:2211,0,0,18.42,2.9,0
20060914:2311,0,0,17.69,2.83,0
20060915:0011,0,0,17.09,2.83,0
20060915:0111,0,0,16.62,2.9,0
20060915:0211,0,0,16.18,2.97,0
20060915:0311,0,0,15.82,3.03,0
20060915:0411,0,0,15.55,3.17,0
20060915:0511,0,0,15.36,3.24,0
20060915:0611,130.01,10.23,15.64,3.31,0
20060915:0711,348.98,18.94,16.82,3.17,0
20060915:0811,576.72,26.91,18.48,4.07,0
20060915:0911,759.99,33.54,20.21,4.48,0
20060915:1011,879.74,38.16,21.79,4.9,0
20060915:1111,927.83,40.09,23.09,5.31,0
20060915:1211,930.68,38.99,24.05,5.52,0
20060915:1311,821.78,35.07,24.62,5.59,0
20060915:1411,664.11,28.92,24.83,5.45,0
20060915:1511,415.5,21.27,24.71,5.24,0
20060915:1611,206.61,12.71,24.16,4.55,0
20060915:1711,27.6,3.75,23.23,4.07,0
20060915:1811,0,0,22.69,4.07,0
20060915:1911,0,0,21.79,4.28,0
20060915:2011,0,0,21.36,4.41,0
20060915:2111,0,0,21.16,4.41,0
20060915:2211,0,0,21.1,4.28,0
20060915:2311,0,0,20.67,4.07,0
20060916:0011,0,0,20.22,3.93,0
20060916:0111,0,0,19.71,3.79,0
20060916:0211,0,0,19.34,3.66,0
20060916:0311,0,0,18.66,3.59,0
20060916:0411,0,0,18.19,3.59,0
20060916:0511,0,0,17.38,3.45,0
20060916:0611,113.18,9.98,17.21,3.38,0
20060916:0711,113.52,18.68,18.62,3.52,0
20060916:0811,347.81,26.62,19.8,3.52,0
20060916:0911,680.3,33.22,20.99,4.07,0
20060916:1011,473.93,37.8,22.16,4.21,0
20060916:1111,721.68,39.71,23.14,4.21,0
20060916:1211,927.31,38.6,23.92,4.14,0
20060916:1311,759.65,34.67,24.2,4.14,0
20060916:1411,335.37,28.54,24.36,4.21,0
20060916:1511,153.83,20.89,24.23,4,0
20060916:1611,216.51,12.35,23.74,3.03,0
20060916:1711,25.37,3.38,22.74,2.41,0
20060916:1811,0,0,21.62,2.28,0
20060916:1911,0,0,20.71,2.28,0
20060916:2011,0,0,20.18,2.48,0
20060916:2111,0,0,19.68,2.62,0
20060916:2211,0,0,19.35,2.69,0
20060916:2311,0,0,18.98,2.69,0
20060917:0011,0,0,18.67,2.62,0
20060917:0111,0,0,18.32,2.48,0
20060917:0211,0,0,18.06,2.34,0
20060917:0311,0,0,17.68,2.28,0
20060917:0411,0,0,17.45,2.28,0
20060917:0511,0,0,17.07,2.21,0
20060917:0611,144.91,9.72,17.07,2.28,0
20060917:0711,344.18,18.41,17.57,2,0
20060917:0811,571.93,26.33,18.96,2.28,0
20060917:0911,761.84,32.9,20.43,2.07,0
20060917:1011,895.72,37.45,21.82,1.93,0
20060917:1111,944.52,39.33,22.85,1.93,0
20060917:1211,946,38.2,23.59,1.45,0
20060917:1311,834.39,34.28,24.06,0.9,0
20060917:1411,660.71,28.15,24.26,0.55,0
20060917:1511,443.59,20.52,24.35,0.76,0
20060917:1611,215.11,11.98,24.12,0.76,0
20060917:1711,22.84,3.02,23.3,0.9,0
20060917:1811,0,0,22.04,1.31,0
20060917:1911,0,0,20.22,1.45,0
20060917:2011,0,0,19.07,1.52,0
20060917:2111,0,0,18.27,1.45,0
20060917:2211,0,0,17.73,1.72,0
20060917:2311,0,0,17.36,1.93,0
20060918:0011,0,0,17.2,2.28,0
20060918:0111,0,0,16.88,2.55,0
20060918:0211,0,0,16.59,2.55,0
20060918:0311,0,0,16.34,2.48,0
20060918:0411,0,0,16.3,2.14,0
20060918:0511,0,0,16.14,2,0
20060918:0611,80.01,9.47,16.47,2.83,0
20060918:0711,171.02,18.14,16.23,3.24,0
20060918:0811,179.32,26.04,16.97,2.97,0
20060918:0911,286.47,32.58,17.68,2.83,0
20060918:1011,144.82,37.09,18.13,2.76,0
20060918:1111,122.05,38.94,18.5,2.55,0
20060918:1211,156.66,37.8,18.75,2.55,0
20060918:1311,95.64,33.88,18.89,2.48,0
20060918:1411,135.69,27.77,19.13,2.55,0
20060918:1511,71.04,20.15,19.02,2.41,0
20060918:1611,27.32,11.61,18.78,2.21,0
20060918:1711,3.64,2.66,18.52,1.72,0
20060918:1811,0,0,18.21,1.24,0
20060918:1911,0,0,17.59,1.31,0
20060918:2011,0,0,17.39,1.31,0
20060918:2111,0,0,17.21,1.38,0
20060918:2211,0,0,16.96,1.59,0
20060918:2311,0,0,16.8,1.79,0
20060919:0011,0,0,16.61,2.07,0
20060919:0111,0,0,16.37,2.34,0
20060919:0211,0,0,15.97,2.41,0
20060919:0311,0,0,15.91,2.55,0
20060919:0411,0,0,15.71,2.83,0
20060919:0511,0,0,15.4,2.97,0
20060919:0611,100.23,9.21,15.1,2.9,0
20060919:0711,361.53,17.87,15.28,3.17,0
20060919:0811,563.84,25.74,16.18,4.48,0
20060919:0911,719.36,32.25,17.27,4.83,0
20060919:1011,573.28,36.73,18.25,4.9,0
20060919:1111,332.64,38.56,18.73,4.76,0
20060919:1211,90.17,37.41,18.61,4.76,0
20060919:1311,95.64,33.49,18.16,4.07,0
20060919:1411,75.6,27.38,17.93,3.86,0
20060919:1511,90.17,19.77,17.86,3.59,0
20060919:1611,55.57,11.24,17.74,3.24,0
20060919:1711,10.93,2.29,17.48,3.31,0
20060919:1811,0,0,16.76,3.03,0
20060919:1911,0,0,15.02,2.55,0
20060919:2011,0,0,14.58,2.48,0
20060919:2111,0,0,14.11,2.34,0
20060919:2211,0,0,13.6,2.28,0
20060919:2311,0,0,13.06,2.21,0
20060920:0011,0,0,12.97,2.21,0
20060920:0111,0,0,12.75,2.21,0
20060920:0211,0,0,12.18,2.21,0
20060920:0311,0,0,11.69,2.28,0
20060920:0411,0,0,11.41,2.34,0
20060920:0511,0,0,11.35,2.34,0
20060920:0611,122.83,8.95,11.47,2.34,0
20060920:0711,350.22,17.6,12.88,2.07,0
20060920:0811,515.74,25.45,14.38,2.62,0
20060920:0911,695.55,31.93,15.89,2.76,0
20060920:1011,825.89,36.38,17.32,3.03,0
20060920:1111,809.11,38.17,18.39,3.38,0
20060920:1211,875.09,37.01,18.94,3.45,0
20060920:1311,736.36,33.09,19.3,3.38,0
20060920:1411,565.29,26.99,19.52,3.24,0
20060920:1511,409.59,19.39,19.56,2.97,0
20060920:1611,212.96,10.88,18.96,2,0
20060920:1711,0,0,17.79,1.86,0
20060920:1811,0,0,16.34,2.21,0
20060920:1911,0,0,15.37,2.14,0
20060920:2011,0,0,14.35,2.14,0
20060920:2111,0,0,13.43,2.14,0
20060920:2211,0,0,12.74,2.21,0
20060920:2311,0,0,12.3,2.28,0
20060921:0011,0,0,12.05,2.41,0
20060921:0111,0,0,11.87,2.41,0
20060921:0211,0,0,11.63,2.34,0
20060921:0311,0,0,11.4,2.34,0
20060921:0411,0,0,11.18,2.34,0
20060921:0511,0,0,11,2.34,0
20060921:0611,123.71,8.7,11.26,2.28,0
20060921:0711,347.11,17.33,13.18,2.07,0
20060921:0811,572.44,25.15,15.67,2.41,0
20060921:0911,753.2,31.6,17.84,2.76,0
20060921:1011,878.13,36.02,19.82,3.03,0
20060921:1111,901.59,37.78,21.47,3.31,0
20060921:1211,878.64,36.61,22.7,3.59,0
20060921:1311,791.07,32.69,23.48,3.86,0
20060921:1411,635.97,26.61,23.77,4,0
20060921:1511,430.51,19.02,23.65,3.79,0
20060921:1611,191.49,10.51,22.84,3.24,0
20060921:1711,0,0,21.37,3.1,0
20060921:1811,0,0,19.99,3.1,0
20060921:1911,0,0,19.36,3.45,0
20060921:2011,0,0,18.66,3.45,0
20060921:2111,0,0,18,3.31,0
20060921:2211,0,0,17.38,3.24,0
20060921:2311,0,0,16.82,3.1,0
20060922:0011,0,0,16.33,3.1,0
20060922:0111,0,0,15.91,3.1,0
20060922:0211,0,0,15.55,3.1,0
20060922:0311,0,0,15.25,3.1,0
20060922:0411,0,0,14.95,2.97,0
20060922:0511,0,0,14.65,2.9,0
20060922:0611,124.33,8.44,14.67,2.9,0
20060922:0711,347.71,17.06,16.09,2.69,0
20060922:0811,575.94,24.86,18.12,3.17,0
20060922:0911,756.12,31.27,20.16,3.31,0
20060922:1011,876.01,35.65,22.04,3.31,0
20060922:1111,899.18,37.4,23.59,3.38,0
20060922:1211,867.31,36.21,24.73,3.45,0
